customer_id,order_id,Category,Dispatch Date,Delivered Date,Tracking Link,return_date,return_mode,return_reason,return_status,return_mode,refund_amount,AWB Number,Courier Partner,Tracking Link,Type of Return,Suborder Number Masked
4983,ORD00039,"Cups, Mugs & Saucers",05-03-2025,23-03-2025,https://www.valmo.in/track/VL0080577373927,2025-03-07,Pickup,Size Issue,Rejected,Pickup,1474,VL0080577373927,PocketShip,https://www.valmo.in/track/VL0080577373927,Courier Return (RTO),12808417055585****
1229,ORD00040,"Cups, Mugs & Saucers",05-03-2025,22-03-2025,https://www.valmo.in/track/VL0080571787292,2025-09-19,Pickup,Wrong Item,Approved,Pickup,1129,VL0080571787292,PocketShip,https://www.valmo.in/track/VL0080571787292,Courier Return (RTO),12767766923526****
3807,ORD00041,"Cups, Mugs & Saucers",05-03-2025,22-03-2025,https://www.valmo.in/track/VL0080571787294,2025-09-11,Drop-off,Changed Mind,Rejected,Drop-off,1249,VL0080571787294,PocketShip,https://www.valmo.in/track/VL0080571787294,Courier Return (RTO),12770574934219****
9290,ORD00042,"Cups, Mugs & Saucers (Deleted)",03-03-2025,22-03-2025,https://www.valmo.in/track/VL0080569040659,2025-09-14,Pickup,Wrong Item,Pending,Pickup,1461,VL0080569040659,PocketShip,https://www.valmo.in/track/VL0080569040659,Courier Return (RTO),12725759393274****
2948,ORD00043,Jars & Containers,05-03-2025,22-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00912969957&searchBy=referenceNumber,2024-06-01,Drop-off,Size Issue,Rejected,Drop-off,1126,M00912969957,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00912969957&searchBy=referenceNumber,Courier Return (RTO),12780522598151****
6890,ORD00044,"Cups, Mugs & Saucers",26-02-2025,22-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00900668288&searchBy=referenceNumber,2025-01-27,Drop-off,Size Issue,Rejected,Drop-off,445,M00900668288,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00900668288&searchBy=referenceNumber,Courier Return (RTO),12602370643804****
3592,ORD00045,"Cups, Mugs & Saucers",18-02-2025,22-03-2025,https://www.valmo.in/track/VL0080492025653,2024-10-02,Drop-off,Changed Mind,Pending,Drop-off,1885,VL0080492025653,PocketShip,https://www.valmo.in/track/VL0080492025653,Courier Return (RTO),12270896153912****
7234,ORD00046,"Cups, Mugs & Saucers",28-02-2025,22-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00903565219&searchBy=referenceNumber,2025-11-03,Drop-off,Size Issue,Approved,Drop-off,1942,M00903565219,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00903565219&searchBy=referenceNumber,Courier Return (RTO),12646167138855****
4537,ORD00047,Jars & Containers,24-02-2025,22-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00894833268&searchBy=referenceNumber,2025-01-21,Drop-off,Changed Mind,Approved,Drop-off,1447,M00894833268,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00894833268&searchBy=referenceNumber,Courier Return (RTO),12476437109957****
7120,ORD00048,"Cups, Mugs & Saucers",05-03-2025,21-03-2025,https://www.valmo.in/track/VL0080577373910,2026-02-15,Pickup,Defective,Rejected,Pickup,974,VL0080577373910,PocketShip,https://www.valmo.in/track/VL0080577373910,Courier Return (RTO),12766810908793****
7143,ORD00049,"Cups, Mugs & Saucers",06-03-2025,21-03-2025,https://www.valmo.in/track/VL0080583715812,2025-10-06,Drop-off,Wrong Item,Rejected,Drop-off,1764,VL0080583715812,PocketShip,https://www.valmo.in/track/VL0080583715812,Courier Return (RTO),12822538125282****
4743,ORD00050,"Cups, Mugs & Saucers (Deleted)",05-03-2025,21-03-2025,https://www.valmo.in/track/VL0080577373934,2025-03-02,Pickup,Wrong Item,Rejected,Pickup,1169,VL0080577373934,PocketShip,https://www.valmo.in/track/VL0080577373934,Courier Return (RTO),12768128562460****
7150,ORD00051,"Cups, Mugs & Saucers",24-02-2025,21-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00894833270&searchBy=referenceNumber,2024-07-12,Pickup,Wrong Item,Pending,Pickup,1185,M00894833270,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00894833270&searchBy=referenceNumber,Courier Return (RTO),12492078321061****
5389,ORD00052,"Cups, Mugs & Saucers",03-03-2025,20-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00911749779&searchBy=referenceNumber,2024-01-15,Pickup,Wrong Item,Approved,Pickup,1402,M00911749779,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00911749779&searchBy=referenceNumber,Courier Return (RTO),12687399425609****
5682,ORD00053,"Cups, Mugs & Saucers",05-03-2025,20-03-2025,https://www.valmo.in/track/VL0080571787283,2025-02-15,Pickup,Wrong Item,Approved,Pickup,271,VL0080571787283,PocketShip,https://www.valmo.in/track/VL0080571787283,Courier Return (RTO),12770205533395****
7920,ORD00054,"Cups, Mugs & Saucers",05-03-2025,19-03-2025,https://www.valmo.in/track/VL0080577373919,2024-04-24,Drop-off,Wrong Item,Rejected,Drop-off,312,VL0080577373919,PocketShip,https://www.valmo.in/track/VL0080577373919,Courier Return (RTO),12768654055731****
9439,ORD00055,"Cups, Mugs & Saucers",03-03-2025,19-03-2025,https://www.valmo.in/track/VL0080569040564,2024-08-06,Pickup,Changed Mind,Rejected,Pickup,1271,VL0080569040564,PocketShip,https://www.valmo.in/track/VL0080569040564,Courier Return (RTO),12726881810390****
5342,ORD00056,Jars & Containers,05-03-2025,19-03-2025,https://www.valmo.in/track/VL0080577373941,2024-04-16,Pickup,Wrong Item,Approved,Pickup,1760,VL0080577373941,PocketShip,https://www.valmo.in/track/VL0080577373941,Courier Return (RTO),12760344537611****
9542,ORD00057,"Cups, Mugs & Saucers",04-03-2025,19-03-2025,https://www.valmo.in/track/VL0080571787296,2024-10-10,Drop-off,Changed Mind,Rejected,Drop-off,474,VL0080571787296,PocketShip,https://www.valmo.in/track/VL0080571787296,Courier Return (RTO),12763920222221****
3392,ORD00058,"Cups, Mugs & Saucers",05-03-2025,19-03-2025,https://www.valmo.in/track/VL0080577373905,2025-06-22,Pickup,Defective,Pending,Pickup,1263,VL0080577373905,PocketShip,https://www.valmo.in/track/VL0080577373905,Courier Return (RTO),12772207088570****
9150,ORD00059,"Cups, Mugs & Saucers",05-03-2025,18-03-2025,https://www.valmo.in/track/VL0080577373908,2025-05-06,Drop-off,Size Issue,Rejected,Drop-off,940,VL0080577373908,PocketShip,https://www.valmo.in/track/VL0080577373908,Courier Return (RTO),12789291491951****
3140,ORD00060,Water Glasses,03-03-2025,18-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00911749856&searchBy=referenceNumber,2024-08-09,Drop-off,Wrong Item,Pending,Drop-off,1951,M00911749856,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00911749856&searchBy=referenceNumber,Courier Return (RTO),12745124144680****
1022,ORD00061,"Cups, Mugs & Saucers",03-03-2025,18-03-2025,https://www.valmo.in/track/VL0080569040655,2025-07-31,Drop-off,Defective,Approved,Drop-off,1172,VL0080569040655,PocketShip,https://www.valmo.in/track/VL0080569040655,Courier Return (RTO),12726546953936****
2515,ORD00062,"Cups, Mugs & Saucers",03-03-2025,18-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00911749792&searchBy=referenceNumber,2024-01-18,Drop-off,Defective,Pending,Drop-off,1217,M00911749792,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00911749792&searchBy=referenceNumber,Courier Return (RTO),12723955805536****
1378,ORD00063,Graters & Slicers,06-03-2025,16-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00917017935&searchBy=referenceNumber,2025-06-24,Drop-off,Changed Mind,Rejected,Drop-off,711,M00917017935,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00917017935&searchBy=referenceNumber,Courier Return (RTO),12842123965609****
8238,ORD00064,"Cups, Mugs & Saucers",04-03-2025,16-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00912969950&searchBy=referenceNumber,2024-10-03,Pickup,Defective,Approved,Pickup,1900,M00912969950,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00912969950&searchBy=referenceNumber,Courier Return (RTO),12770179273360****
3322,ORD00065,"Cups, Mugs & Saucers",28-02-2025,16-03-2025,https://www.valmo.in/track/VL0080551038766,2025-12-25,Pickup,Changed Mind,Rejected,Pickup,854,VL0080551038766,PocketShip,https://www.valmo.in/track/VL0080551038766,Courier Return (RTO),12617574791624****
2596,ORD00066,"Cups, Mugs & Saucers",06-03-2025,16-03-2025,https://www.valmo.in/track/VL0080583715810,2025-12-24,Pickup,Size Issue,Approved,Pickup,710,VL0080583715810,PocketShip,https://www.valmo.in/track/VL0080583715810,Courier Return (RTO),12841398733563****
1663,ORD00067,Jars & Containers,28-02-2025,16-03-2025,https://www.valmo.in/track/VL0080551038852,2024-12-24,Drop-off,Changed Mind,Rejected,Drop-off,385,VL0080551038852,PocketShip,https://www.valmo.in/track/VL0080551038852,Courier Return (RTO),12617328986438****
5567,ORD00068,"Cups, Mugs & Saucers",28-02-2025,16-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00903565208&searchBy=referenceNumber,2026-01-01,Pickup,Changed Mind,Pending,Pickup,1186,M00903565208,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00903565208&searchBy=referenceNumber,Courier Return (RTO),12648978692840****
3980,ORD00069,"Cups, Mugs & Saucers",25-02-2025,16-03-2025,https://www.valmo.in/track/VL0080532648730,2024-06-15,Pickup,Changed Mind,Pending,Pickup,185,VL0080532648730,PocketShip,https://www.valmo.in/track/VL0080532648730,Courier Return (RTO),12521935156454****
3088,ORD00070,"Cups, Mugs & Saucers",22-02-2025,16-03-2025,https://www.valmo.in/track/VL0080518465331,2026-01-16,Pickup,Size Issue,Rejected,Pickup,1597,VL0080518465331,PocketShip,https://www.valmo.in/track/VL0080518465331,Courier Return (RTO),12414610672372****
2352,ORD00071,"Cups, Mugs & Saucers",05-03-2025,15-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00915303126&searchBy=referenceNumber,2026-01-16,Drop-off,Wrong Item,Approved,Drop-off,742,M00915303126,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00915303126&searchBy=referenceNumber,Courier Return (RTO),12775524583716****
9483,ORD00072,"Cups, Mugs & Saucers",03-03-2025,15-03-2025,https://www.valmo.in/track/VL0080569040572,2025-03-28,Pickup,Defective,Approved,Pickup,1381,VL0080569040572,PocketShip,https://www.valmo.in/track/VL0080569040572,Courier Return (RTO),12725264620985****
6149,ORD00073,"Cups, Mugs & Saucers",03-03-2025,15-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00911749780&searchBy=referenceNumber,2025-11-15,Pickup,Defective,Rejected,Pickup,1262,M00911749780,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00911749780&searchBy=referenceNumber,Courier Return (RTO),12699360977388****
4239,ORD00074,"Cups, Mugs & Saucers",28-02-2025,15-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00903565235&searchBy=referenceNumber,2024-11-18,Drop-off,Wrong Item,Pending,Drop-off,1325,M00903565235,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00903565235&searchBy=referenceNumber,Courier Return (RTO),12665200489754****
1301,ORD00075,"Cups, Mugs & Saucers",28-02-2025,15-03-2025,https://www.valmo.in/track/VL0080551038770,2025-02-23,Pickup,Changed Mind,Rejected,Pickup,1818,VL0080551038770,PocketShip,https://www.valmo.in/track/VL0080551038770,Courier Return (RTO),12671799474654****
1844,ORD00076,"Cups, Mugs & Saucers",28-02-2025,15-03-2025,https://www.valmo.in/track/VL0080551038856,2025-02-11,Drop-off,Defective,Pending,Drop-off,1610,VL0080551038856,PocketShip,https://www.valmo.in/track/VL0080551038856,Courier Return (RTO),12667360067443****
3109,ORD00077,"Cups, Mugs & Saucers",26-02-2025,15-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00900668243&searchBy=referenceNumber,2025-06-09,Drop-off,Defective,Rejected,Drop-off,225,M00900668243,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00900668243&searchBy=referenceNumber,Courier Return (RTO),12579244625684****
4413,ORD00078,"Cups, Mugs & Saucers",15-02-2025,15-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00879807915&searchBy=referenceNumber,2024-10-18,Pickup,Wrong Item,Rejected,Pickup,1562,M00879807915,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00879807915&searchBy=referenceNumber,Courier Return (RTO),12165348213476****
5022,ORD00079,Jars & Containers,03-03-2025,13-03-2025,https://www.valmo.in/track/VL0080569040673,2025-03-17,Drop-off,Changed Mind,Pending,Drop-off,1256,VL0080569040673,PocketShip,https://www.valmo.in/track/VL0080569040673,Courier Return (RTO),12725872057287****
2150,ORD00080,"Cups, Mugs & Saucers (Deleted)",20-02-2025,13-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00889251657&searchBy=referenceNumber,2025-08-29,Pickup,Size Issue,Rejected,Pickup,392,M00889251657,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00889251657&searchBy=referenceNumber,Courier Return (RTO),12329179904434****
4309,ORD00081,"Cups, Mugs & Saucers",28-02-2025,12-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00903565214&searchBy=referenceNumber,2025-06-17,Pickup,Wrong Item,Approved,Pickup,532,M00903565214,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00903565214&searchBy=referenceNumber,Courier Return (RTO),12604134860030****
5947,ORD00082,"Cups, Mugs & Saucers",25-02-2025,12-03-2025,https://www.valmo.in/track/VL0080532648737,2025-04-30,Drop-off,Defective,Approved,Drop-off,1965,VL0080532648737,PocketShip,https://www.valmo.in/track/VL0080532648737,Courier Return (RTO),12528441960198****
9561,ORD00083,"Cups, Mugs & Saucers",24-02-2025,12-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00894833228&searchBy=referenceNumber,2024-06-17,Drop-off,Wrong Item,Pending,Drop-off,219,M00894833228,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00894833228&searchBy=referenceNumber,Courier Return (RTO),12451101383094****
5265,ORD00084,"Cups, Mugs & Saucers",24-02-2025,12-03-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00894833226&searchBy=referenceNumber,2024-09-10,Pickup,Defective,Approved,Pickup,1868,M00894833226,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00894833226&searchBy=referenceNumber,Courier Return (RTO),12463717882242****
1174,ORD00085,"Cups, Mugs & Saucers",25-02-2025,12-03-2025,https://www.valmo.in/track/VL0080532648744,2024-02-07,Drop-off,Changed Mind,Approved,Drop-off,1887,VL0080532648744,PocketShip,https://www.valmo.in/track/VL0080532648744,Courier Return (RTO),12546048848113****
1034,ORD00086,"Cups, Mugs & Saucers",25-02-2025,12-03-2025,https://www.valmo.in/track/VL0080532648710,2025-09-30,Drop-off,Size Issue,Pending,Drop-off,807,VL0080532648710,PocketShip,https://www.valmo.in/track/VL0080532648710,Courier Return (RTO),12512261579060****
3696,ORD00087,"Cups, Mugs & Saucers",25-02-2025,12-03-2025,https://www.valmo.in/track/VL0080532648733,2024-12-12,Pickup,Changed Mind,Approved,Pickup,762,VL0080532648733,PocketShip,https://www.valmo.in/track/VL0080532648733,Courier Return (RTO),12522314783342****
4402,ORD00088,"Cups, Mugs & Saucers",28-02-2025,11-03-2025,https://www.valmo.in/track/VL0080551038774,2025-12-12,Drop-off,Size Issue,Pending,Drop-off,249,VL0080551038774,PocketShip,https://www.valmo.in/track/VL0080551038774,Courier Return (RTO),12625185883036****
1838,ORD00089,"Cups, Mugs & Saucers",25-02-2025,11-03-2025,https://www.valmo.in/track/VL0080532648715,2025-04-03,Pickup,Size Issue,Pending,Pickup,1041,VL0080532648715,PocketShip,https://www.valmo.in/track/VL0080532648715,Courier Return (RTO),12521250026133****
